brand,cartype,fueltype,enginesize,status,year,mileage,price
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
Tesla,Sedan,Electric,0.0,Used,2022,12000,41000
Hyundai,Hatchback,Petrol,1.6,Used,2016,95000,11200
Kia,SUV,Diesel,2.2,Used,2021,32000,29800
Volkswagen,Hatchback,Petrol,2.0,Used,2015,110000,14500
Toyota,Pickup,Diesel,2.8,Used,2020,55000,36000
Ford,Pickup,Petrol,5.0,New,2024,50,65000
BMW,SUV,Hybrid,3.0,Used,2022,15000,72000
Audi,Sedan,Petrol,2.0,Used,2019,41000,27500
Mercedes,SUV,Diesel,3.0,Used,2021,28000,59000
Toyota,Sedan,Petrol,2.5,Used,2021,45000,24500
Ford,SUV,Petrol,3.5,Used,2019,62000,28900
BMW,Sedan,Diesel,3.0,Used,2018,58000,31200
Audi,SUV,Hybrid,2.0,New,2024,150,52000
Mercedes,Coupe,Petrol,4.0,Used,2020,34000,68500
Honda,Sedan,Petrol,1.5,Used,2017,89000,16500
